centre_id,region,milieu,type,remoteness,enrol
P01888,Matam,rural,CTP,0.65,64
P01889,Tambacounda,urbain,public,0.75,127
P01890,Fatick,urbain,CTP,0.4,83
P01891,Sédhiou,rural,CTP,0.7,42
P01892,Diourbel,urbain,public,0.3,49
P01893,Kolda,rural,public,0.7,71
P01894,Dakar,urbain,prive,0.05,80
P01895,Thiès,urbain,CTP,0.15,38
P01896,Sédhiou,rural,CTP,0.7,56
P01897,Dakar,urbain,public,0.05,44
P01898,Kédougou,rural,CTP,0.9,49
P01899,Kaolack,rural,public,0.3,74
P01900,Kolda,rural,CTP,0.7,57
P01901,Diourbel,urbain,public,0.3,98
P01902,Fatick,rural,public,0.4,37
P01903,Kaffrine,urbain,public,0.55,70
P01904,Thiès,urbain,prive,0.15,56
P01905,Dakar,rural,public,0.05,50
P01906,Dakar,urbain,public,0.05,58
P01907,Fatick,rural,CTP,0.4,30
P01908,Louga,urbain,CTP,0.45,63
P01909,Tambacounda,rural,CTP,0.75,67
P01910,Dakar,rural,CTP,0.05,31
P01911,Tambacounda,urbain,public,0.75,93
P01912,Kaolack,rural,public,0.3,61
P01913,Saint-Louis,urbain,CTP,0.35,46
P01914,Saint-Louis,rural,public,0.35,40
P01915,Ziguinchor,rural,public,0.55,154
P01916,Tambacounda,rural,public,0.75,111
P01917,Thiès,urbain,public,0.15,51
P01918,Kaolack,rural,CTP,0.3,40
P01919,Thiès,rural,public,0.15,76
P01920,Diourbel,urbain,public,0.3,89
P01921,Kaolack,rural,public,0.3,119
P01922,Sédhiou,urbain,public,0.7,66
P01923,Fatick,rural,public,0.4,57
P01924,Kolda,urbain,CTP,0.7,19
P01925,Fatick,urbain,CTP,0.4,56
P01926,Dakar,urbain,public,0.05,51
P01927,Dakar,urbain,prive,0.05,40
P01928,Ziguinchor,urbain,public,0.55,45
P01929,Dakar,rural,public,0.05,130
P01930,Saint-Louis,urbain,CTP,0.35,66
P01931,Dakar,urbain,prive,0.05,43
P01932,Kaffrine,urbain,CTP,0.55,28
P01933,Louga,rural,public,0.45,55
P01934,Kaolack,urbain,CTP,0.3,39
P01935,Tambacounda,rural,prive,0.75,62
P01936,Tambacounda,rural,CTP,0.75,60
P01937,Ziguinchor,rural,CTP,0.55,36
P01938,Matam,rural,public,0.65,37
P01939,Kolda,urbain,CTP,0.7,24
P01940,Diourbel,urbain,prive,0.3,46
P01941,Dakar,urbain,public,0.05,69
P01942,Thiès,urbain,public,0.15,78
P01943,Dakar,urbain,public,0.05,70
P01944,Kolda,urbain,prive,0.7,84
P01945,Fatick,urbain,CTP,0.4,52
P01946,Louga,urbain,prive,0.45,71
P01947,Fatick,rural,public,0.4,31
P01948,Saint-Louis,urbain,prive,0.35,82
P01949,Diourbel,urbain,public,0.3,54
P01950,Ziguinchor,rural,CTP,0.55,72
P01951,Tambacounda,rural,public,0.75,74
P01952,Thiès,urbain,prive,0.15,49
P01953,Diourbel,urbain,prive,0.3,41
P01954,Kédougou,rural,public,0.9,55
P01955,Kaolack,rural,public,0.3,54
P01956,Kaffrine,urbain,public,0.55,81
P01957,Thiès,urbain,CTP,0.15,35
P01958,Fatick,rural,public,0.4,154
P01959,Dakar,urbain,public,0.05,50
P01960,Ziguinchor,urbain,public,0.55,112
P01961,Dakar,urbain,CTP,0.05,39
P01962,Diourbel,urbain,prive,0.3,51
P01963,Ziguinchor,rural,public,0.55,85
P01964,Diourbel,urbain,CTP,0.3,46
P01965,Dakar,urbain,public,0.05,64
P01966,Dakar,urbain,CTP,0.05,70
P01967,Louga,urbain,CTP,0.45,59
P01968,Dakar,urbain,CTP,0.05,82
P01969,Thiès,urbain,CTP,0.15,35
P01970,Kaffrine,urbain,prive,0.55,59
P01971,Dakar,rural,public,0.05,38
P01972,Matam,rural,public,0.65,54
P01973,Ziguinchor,urbain,CTP,0.55,45
P01974,Fatick,urbain,public,0.4,71
P01975,Fatick,urbain,public,0.4,68
P01976,Diourbel,rural,CTP,0.3,35
P01977,Saint-Louis,rural,CTP,0.35,39
P01978,Kédougou,rural,CTP,0.9,29
P01979,Diourbel,urbain,CTP,0.3,50
P01980,Dakar,rural,public,0.05,93
P01981,Ziguinchor,rural,CTP,0.55,27
P01982,Dakar,rural,CTP,0.05,34
P01983,Dakar,urbain,public,0.05,56
P01984,Saint-Louis,rural,CTP,0.35,32
P01985,Dakar,urbain,public,0.05,27
P01986,Kaffrine,rural,CTP,0.55,42
P01987,Dakar,urbain,public,0.05,36
P01988,Thiès,urbain,prive,0.15,52
P01989,Ziguinchor,urbain,public,0.55,52
P01990,Fatick,rural,CTP,0.4,99
P01991,Louga,rural,public,0.45,77
P01992,Kaffrine,urbain,public,0.55,65
P01993,Dakar,urbain,public,0.05,79
P01994,Kaffrine,urbain,prive,0.55,36
P01995,Saint-Louis,rural,CTP,0.35,31
P01996,Louga,rural,prive,0.45,52
P01997,Fatick,urbain,public,0.4,35
P01998,Kaolack,urbain,prive,0.3,45
P01999,Kolda,rural,public,0.7,54
P02000,Thiès,urbain,CTP,0.15,30
P02001,Saint-Louis,urbain,public,0.35,109
P02002,Diourbel,urbain,public,0.3,73
P02003,Louga,rural,CTP,0.45,36
P02004,Kaolack,urbain,public,0.3,64
P02005,Saint-Louis,urbain,public,0.35,60
P02006,Ziguinchor,urbain,public,0.55,97
P02007,Diourbel,urbain,prive,0.3,24
P02008,Kaffrine,rural,CTP,0.55,41
P02009,Thiès,urbain,CTP,0.15,28
P02010,Fatick,rural,CTP,0.4,18
P02011,Matam,rural,CTP,0.65,55
P02012,Fatick,urbain,CTP,0.4,32
P02013,Louga,rural,public,0.45,44
P02014,Diourbel,urbain,prive,0.3,39
P02015,Diourbel,rural,CTP,0.3,47
P02016,Kaffrine,rural,CTP,0.55,37
P02017,Thiès,rural,CTP,0.15,32
P02018,Tambacounda,urbain,CTP,0.75,25
P02019,Saint-Louis,rural,CTP,0.35,44
P02020,Ziguinchor,rural,public,0.55,79
P02021,Matam,rural,public,0.65,58
P02022,Diourbel,urbain,prive,0.3,148
P02023,Dakar,rural,CTP,0.05,18
P02024,Kaffrine,rural,public,0.55,90
P02025,Dakar,urbain,public,0.05,52
P02026,Tambacounda,rural,public,0.75,158
P02027,Matam,rural,public,0.65,29
P02028,Thiès,urbain,CTP,0.15,43
P02029,Saint-Louis,urbain,public,0.35,131
P02030,Kaffrine,rural,CTP,0.55,44
P02031,Dakar,urbain,prive,0.05,44
P02032,Kolda,urbain,CTP,0.7,63
P02033,Kaolack,urbain,public,0.3,121
P02034,Kaolack,urbain,public,0.3,48
P02035,Diourbel,urbain,CTP,0.3,92
P02036,Dakar,urbain,public,0.05,74
P02037,Louga,rural,CTP,0.45,42
P02038,Kaffrine,rural,CTP,0.55,53
P02039,Kolda,rural,CTP,0.7,25
P02040,Dakar,rural,public,0.05,44
P02041,Saint-Louis,rural,CTP,0.35,69
P02042,Dakar,urbain,CTP,0.05,32
P02043,Matam,urbain,prive,0.65,37
P02044,Kaolack,urbain,CTP,0.3,28
P02045,Sédhiou,urbain,prive,0.7,79
P02046,Kaolack,rural,public,0.3,114
P02047,Dakar,rural,public,0.05,70
P02048,Kaolack,urbain,public,0.3,97
P02049,Thiès,urbain,prive,0.15,55
P02050,Dakar,rural,CTP,0.05,138
P02051,Thiès,urbain,public,0.15,64
P02052,Tambacounda,rural,CTP,0.75,45
P02053,Diourbel,urbain,public,0.3,68
P02054,Kaolack,urbain,public,0.3,62
P02055,Sédhiou,rural,CTP,0.7,62
P02056,Louga,urbain,public,0.45,172
P02057,Sédhiou,rural,CTP,0.7,66
P02058,Dakar,urbain,public,0.05,60
P02059,Ziguinchor,urbain,public,0.55,49
P02060,Thiès,urbain,public,0.15,54
P02061,Diourbel,urbain,public,0.3,61
P02062,Dakar,rural,public,0.05,58
P02063,Louga,urbain,public,0.45,41
P02064,Fatick,rural,prive,0.4,65
P02065,Sédhiou,urbain,public,0.7,41
P02066,Diourbel,rural,CTP,0.3,51
P02067,Dakar,urbain,public,0.05,42
P02068,Matam,rural,CTP,0.65,42
P02069,Kaffrine,urbain,public,0.55,98
P02070,Dakar,urbain,public,0.05,31
P02071,Thiès,rural,CTP,0.15,74
P02072,Dakar,urbain,public,0.05,39
P02073,Kolda,rural,CTP,0.7,43
P02074,Kaolack,rural,CTP,0.3,65
P02075,Diourbel,rural,CTP,0.3,53
P02076,Thiès,urbain,public,0.15,49
P02077,Diourbel,urbain,CTP,0.3,33
P02078,Thiès,urbain,public,0.15,75
P02079,Ziguinchor,urbain,prive,0.55,42
P02080,Kédougou,rural,public,0.9,64
P02081,Thiès,urbain,public,0.15,93
P02082,Matam,rural,CTP,0.65,38
P02083,Diourbel,urbain,CTP,0.3,64
P02084,Sédhiou,rural,CTP,0.7,66
P02085,Kolda,urbain,CTP,0.7,36
P02086,Kolda,urbain,public,0.7,66
P02087,Dakar,rural,CTP,0.05,39
P02088,Fatick,urbain,public,0.4,93
P02089,Sédhiou,rural,CTP,0.7,55
P02090,Thiès,urbain,public,0.15,109
P02091,Kaolack,rural,public,0.3,37
P02092,Louga,rural,public,0.45,43
P02093,Diourbel,rural,CTP,0.3,74
P02094,Kaffrine,rural,CTP,0.55,51
P02095,Dakar,urbain,CTP,0.05,29
P02096,Dakar,urbain,CTP,0.05,65
P02097,Dakar,urbain,public,0.05,107
P02098,Kaolack,rural,public,0.3,145
P02099,Fatick,urbain,prive,0.4,56
P02100,Dakar,rural,public,0.05,77
P02101,Tambacounda,urbain,public,0.75,86
P02102,Thiès,urbain,public,0.15,56
P02103,Thiès,urbain,prive,0.15,46
P02104,Diourbel,rural,public,0.3,63
P02105,Matam,rural,public,0.65,43
P02106,Dakar,urbain,prive,0.05,63
P02107,Tambacounda,rural,public,0.75,56
P02108,Saint-Louis,urbain,public,0.35,87
P02109,Ziguinchor,urbain,CTP,0.55,64
P02110,Dakar,rural,CTP,0.05,43
P02111,Fatick,urbain,CTP,0.4,43
P02112,Tambacounda,urbain,public,0.75,46
P02113,Dakar,urbain,CTP,0.05,44
P02114,Dakar,urbain,CTP,0.05,58
P02115,Kolda,rural,CTP,0.7,34
P02116,Dakar,rural,public,0.05,93
P02117,Matam,rural,CTP,0.65,95
P02118,Thiès,urbain,public,0.15,58
P02119,Fatick,rural,CTP,0.4,17
P02120,Kaolack,rural,public,0.3,50
P02121,Diourbel,rural,CTP,0.3,63
P02122,Thiès,urbain,public,0.15,112
P02123,Thiès,rural,CTP,0.15,62
P02124,Diourbel,urbain,CTP,0.3,72
P02125,Kaffrine,rural,CTP,0.55,57
P02126,Tambacounda,urbain,CTP,0.75,36
P02127,Diourbel,urbain,CTP,0.3,40
P02128,Matam,rural,CTP,0.65,73
P02129,Kolda,rural,CTP,0.7,94
P02130,Dakar,rural,CTP,0.05,42
P02131,Louga,rural,public,0.45,147
P02132,Dakar,urbain,public,0.05,97
P02133,Kaolack,urbain,public,0.3,58
P02134,Ziguinchor,rural,public,0.55,103
P02135,Ziguinchor,rural,CTP,0.55,18
P02136,Diourbel,rural,CTP,0.3,69
P02137,Thiès,urbain,public,0.15,51
P02138,Fatick,rural,CTP,0.4,31
P02139,Fatick,rural,public,0.4,49
P02140,Ziguinchor,rural,CTP,0.55,34
P02141,Louga,rural,CTP,0.45,46
P02142,Diourbel,rural,CTP,0.3,29
P02143,Dakar,rural,public,0.05,97
P02144,Fatick,rural,CTP,0.4,40
P02145,Ziguinchor,rural,CTP,0.55,22
P02146,Louga,urbain,CTP,0.45,21
P02147,Saint-Louis,urbain,public,0.35,56
P02148,Louga,urbain,public,0.45,92
P02149,Kaffrine,urbain,CTP,0.55,73
P02150,Dakar,urbain,public,0.05,62
P02151,Dakar,urbain,public,0.05,57
P02152,Thiès,rural,public,0.15,102
P02153,Dakar,urbain,CTP,0.05,40
P02154,Dakar,urbain,public,0.05,48
P02155,Dakar,urbain,public,0.05,38
P02156,Thiès,urbain,prive,0.15,105
P02157,Dakar,urbain,public,0.05,73
P02158,Tambacounda,rural,CTP,0.75,44
P02159,Thiès,urbain,public,0.15,76
P02160,Dakar,urbain,CTP,0.05,27
P02161,Fatick,rural,public,0.4,116
P02162,Louga,rural,public,0.45,55
P02163,Dakar,urbain,public,0.05,100
P02164,Diourbel,urbain,CTP,0.3,30
P02165,Fatick,rural,public,0.4,40
P02166,Dakar,rural,public,0.05,161
P02167,Kaolack,rural,public,0.3,62
P02168,Diourbel,rural,CTP,0.3,29
P02169,Fatick,rural,public,0.4,57
P02170,Saint-Louis,urbain,prive,0.35,72
P02171,Kolda,rural,CTP,0.7,40
P02172,Diourbel,rural,CTP,0.3,37
P02173,Thiès,urbain,CTP,0.15,46
P02174,Kolda,rural,CTP,0.7,48
P02175,Dakar,urbain,public,0.05,50
P02176,Kaolack,urbain,prive,0.3,81
P02177,Dakar,rural,CTP,0.05,28
P02178,Thiès,rural,CTP,0.15,43
P02179,Fatick,rural,CTP,0.4,42
P02180,Tambacounda,rural,CTP,0.75,60
P02181,Kaffrine,rural,public,0.55,86
P02182,Dakar,urbain,public,0.05,90
P02183,Dakar,urbain,prive,0.05,67
P02184,Tambacounda,urbain,public,0.75,34
P02185,Louga,urbain,CTP,0.45,39
P02186,Sédhiou,rural,CTP,0.7,25
P02187,Fatick,rural,prive,0.4,70
P02188,Kolda,rural,CTP,0.7,30
P02189,Dakar,rural,CTP,0.05,45
P02190,Sédhiou,urbain,public,0.7,112
P02191,Dakar,urbain,public,0.05,50
P02192,Kolda,urbain,CTP,0.7,32
P02193,Thiès,urbain,CTP,0.15,95
P02194,Diourbel,urbain,public,0.3,71
P02195,Diourbel,urbain,prive,0.3,57
P02196,Kolda,rural,CTP,0.7,29
P02197,Dakar,urbain,prive,0.05,70
P02198,Saint-Louis,urbain,public,0.35,86
P02199,Tambacounda,rural,CTP,0.75,78
P02200,Louga,rural,public,0.45,101
P02201,Dakar,urbain,public,0.05,110
P02202,Louga,urbain,public,0.45,27
P02203,Dakar,rural,public,0.05,110
P02204,Dakar,urbain,prive,0.05,52
P02205,Thiès,urbain,public,0.15,34
P02206,Thiès,rural,CTP,0.15,29
P02207,Ziguinchor,urbain,public,0.55,74
P02208,Dakar,rural,public,0.05,54
P02209,Dakar,urbain,CTP,0.05,43
P02210,Dakar,urbain,public,0.05,50
P02211,Kolda,rural,public,0.7,86
P02212,Ziguinchor,urbain,public,0.55,91
P02213,Fatick,urbain,CTP,0.4,48
P02214,Dakar,rural,public,0.05,31
P02215,Kaffrine,rural,CTP,0.55,45
P02216,Kaolack,rural,public,0.3,57
P02217,Saint-Louis,rural,CTP,0.35,80
P02218,Dakar,urbain,public,0.05,110
P02219,Diourbel,urbain,public,0.3,39
P02220,Thiès,urbain,public,0.15,42
P02221,Kaolack,rural,CTP,0.3,24
P02222,Dakar,urbain,public,0.05,49
P02223,Thiès,urbain,CTP,0.15,109
P02224,Thiès,urbain,public,0.15,67
P02225,Dakar,urbain,public,0.05,46
P02226,Dakar,urbain,CTP,0.05,24
P02227,Kaolack,urbain,public,0.3,38
P02228,Thiès,urbain,public,0.15,61
P02229,Kolda,rural,CTP,0.7,46
P02230,Tambacounda,rural,public,0.75,200
P02231,Kaolack,rural,public,0.3,52
P02232,Kaffrine,rural,CTP,0.55,48
P02233,Thiès,urbain,public,0.15,91
P02234,Thiès,rural,CTP,0.15,28
P02235,Dakar,urbain,CTP,0.05,49
P02236,Dakar,rural,CTP,0.05,28
P02237,Matam,rural,CTP,0.65,78
P02238,Fatick,urbain,public,0.4,33
P02239,Fatick,rural,public,0.4,137
P02240,Diourbel,rural,CTP,0.3,53
P02241,Sédhiou,rural,public,0.7,70
P02242,Dakar,urbain,prive,0.05,98
P02243,Diourbel,urbain,CTP,0.3,32
P02244,Kolda,rural,CTP,0.7,45
P02245,Thiès,urbain,public,0.15,62
P02246,Dakar,urbain,public,0.05,88
P02247,Kaffrine,rural,CTP,0.55,42
P02248,Diourbel,rural,CTP,0.3,101
P02249,Ziguinchor,rural,CTP,0.55,56
P02250,Louga,rural,CTP,0.45,44
P02251,Kolda,rural,public,0.7,58
P02252,Dakar,rural,CTP,0.05,38
P02253,Dakar,urbain,CTP,0.05,39
P02254,Kaffrine,urbain,public,0.55,83
P02255,Thiès,urbain,CTP,0.15,29
P02256,Fatick,rural,CTP,0.4,18
P02257,Tambacounda,rural,CTP,0.75,31
P02258,Kaolack,rural,CTP,0.3,56
P02259,Dakar,urbain,CTP,0.05,42
P02260,Thiès,rural,CTP,0.15,51
P02261,Louga,urbain,CTP,0.45,27
P02262,Sédhiou,rural,CTP,0.7,49
P02263,Sédhiou,rural,CTP,0.7,65
P02264,Thiès,urbain,CTP,0.15,17
P02265,Dakar,urbain,public,0.05,61
P02266,Louga,rural,CTP,0.45,45
P02267,Diourbel,urbain,public,0.3,96
P02268,Tambacounda,rural,CTP,0.75,34
P02269,Dakar,rural,CTP,0.05,31
P02270,Kaolack,rural,public,0.3,50
P02271,Tambacounda,urbain,public,0.75,24
P02272,Kolda,urbain,CTP,0.7,76
P02273,Ziguinchor,rural,public,0.55,87
P02274,Dakar,rural,CTP,0.05,54
P02275,Dakar,rural,CTP,0.05,48
P02276,Kaolack,urbain,CTP,0.3,52
P02277,Kédougou,rural,CTP,0.9,55
P02278,Dakar,urbain,public,0.05,63
P02279,Kolda,rural,public,0.7,56
P02280,Louga,urbain,public,0.45,105
P02281,Diourbel,urbain,prive,0.3,55
P02282,Dakar,urbain,public,0.05,59
P02283,Thiès,rural,CTP,0.15,57
P02284,Diourbel,rural,CTP,0.3,45
P02285,Kaolack,urbain,public,0.3,118
P02286,Dakar,urbain,public,0.05,48
P02287,Dakar,urbain,CTP,0.05,14
P02288,Thiès,urbain,CTP,0.15,31
P02289,Saint-Louis,urbain,CTP,0.35,46
P02290,Dakar,rural,CTP,0.05,39
P02291,Saint-Louis,urbain,public,0.35,74
P02292,Dakar,rural,CTP,0.05,54
P02293,Kédougou,rural,CTP,0.9,32
P02294,Thiès,urbain,public,0.15,80
P02295,Dakar,urbain,CTP,0.05,57
P02296,Dakar,rural,CTP,0.05,104
P02297,Thiès,rural,CTP,0.15,36
P02298,Kaolack,urbain,CTP,0.3,49
P02299,Louga,urbain,prive,0.45,106
P02300,Kaffrine,urbain,prive,0.55,87
P02301,Dakar,urbain,prive,0.05,44
P02302,Kolda,rural,CTP,0.7,82
P02303,Dakar,rural,public,0.05,43
P02304,Saint-Louis,rural,CTP,0.35,42
P02305,Dakar,rural,CTP,0.05,68
P02306,Kaffrine,urbain,public,0.55,88
P02307,Kaolack,rural,public,0.3,121
P02308,Kaffrine,urbain,CTP,0.55,58
P02309,Dakar,urbain,CTP,0.05,53
P02310,Ziguinchor,urbain,public,0.55,64
P02311,Dakar,urbain,public,0.05,47
P02312,Dakar,urbain,public,0.05,84
P02313,Dakar,urbain,public,0.05,68
P02314,Thiès,rural,CTP,0.15,36
P02315,Sédhiou,rural,CTP,0.7,38
P02316,Dakar,urbain,prive,0.05,102
P02317,Thiès,urbain,public,0.15,64
P02318,Dakar,rural,CTP,0.05,27
P02319,Kaolack,rural,CTP,0.3,33
P02320,Kaolack,rural,CTP,0.3,34
P02321,Dakar,rural,prive,0.05,111
P02322,Ziguinchor,rural,CTP,0.55,23
P02323,Louga,urbain,public,0.45,59
P02324,Ziguinchor,rural,public,0.55,77
P02325,Thiès,urbain,public,0.15,120
P02326,Ziguinchor,urbain,public,0.55,57
P02327,Dakar,urbain,prive,0.05,56
P02328,Kaffrine,rural,CTP,0.55,34
P02329,Thiès,urbain,CTP,0.15,48
P02330,Fatick,rural,public,0.4,62
P02331,Kaolack,rural,CTP,0.3,30
P02332,Kaolack,urbain,prive,0.3,58
P02333,Fatick,urbain,CTP,0.4,24
P02334,Kaffrine,urbain,public,0.55,78
P02335,Fatick,urbain,public,0.4,51
P02336,Fatick,urbain,CTP,0.4,102
P02337,Kaolack,rural,CTP,0.3,53
P02338,Saint-Louis,urbain,prive,0.35,96
P02339,Louga,urbain,public,0.45,85
P02340,Dakar,urbain,CTP,0.05,53
P02341,Kaolack,urbain,CTP,0.3,100
P02342,Sédhiou,rural,CTP,0.7,33
P02343,Kaffrine,urbain,public,0.55,67
P02344,Thiès,rural,CTP,0.15,32
P02345,Thiès,urbain,CTP,0.15,70
P02346,Saint-Louis,urbain,prive,0.35,76
P02347,Dakar,urbain,prive,0.05,31
P02348,Kédougou,urbain,CTP,0.9,29
P02349,Saint-Louis,rural,CTP,0.35,75
P02350,Kaolack,rural,CTP,0.3,39
P02351,Diourbel,urbain,prive,0.3,51
P02352,Thiès,rural,public,0.15,53
P02353,Thiès,urbain,public,0.15,61
P02354,Kaffrine,rural,CTP,0.55,34
P02355,Kolda,rural,public,0.7,43
P02356,Tambacounda,urbain,CTP,0.75,41
P02357,Kaffrine,urbain,CTP,0.55,47
P02358,Kaffrine,rural,CTP,0.55,66
P02359,Matam,rural,public,0.65,66
P02360,Diourbel,urbain,CTP,0.3,19
P02361,Dakar,urbain,public,0.05,41
P02362,Kolda,urbain,CTP,0.7,58
P02363,Thiès,rural,CTP,0.15,37
P02364,Kaolack,urbain,prive,0.3,68
P02365,Thiès,urbain,CTP,0.15,69
P02366,Thiès,urbain,prive,0.15,76
P02367,Dakar,urbain,public,0.05,68
P02368,Diourbel,rural,public,0.3,71
P02369,Dakar,urbain,public,0.05,90
P02370,Diourbel,urbain,public,0.3,82
P02371,Dakar,urbain,CTP,0.05,21
P02372,Tambacounda,urbain,CTP,0.75,49
P02373,Fatick,urbain,CTP,0.4,35
P02374,Fatick,rural,CTP,0.4,68
P02375,Diourbel,urbain,public,0.3,75
P02376,Matam,rural,CTP,0.65,20
P02377,Sédhiou,rural,public,0.7,37
P02378,Louga,rural,CTP,0.45,25
P02379,Thiès,urbain,prive,0.15,33
P02380,Kaolack,urbain,CTP,0.3,23
P02381,Saint-Louis,urbain,prive,0.35,56
P02382,Thiès,rural,CTP,0.15,31
P02383,Dakar,urbain,public,0.05,77
P02384,Thiès,urbain,CTP,0.15,51
P02385,Kaffrine,urbain,CTP,0.55,77
P02386,Tambacounda,urbain,prive,0.75,49
P02387,Louga,rural,CTP,0.45,59
P02388,Sédhiou,rural,CTP,0.7,37
P02389,Dakar,rural,public,0.05,55
P02390,Tambacounda,rural,CTP,0.75,44
P02391,Kaolack,rural,public,0.3,53
P02392,Kaffrine,urbain,CTP,0.55,58
P02393,Thiès,urbain,public,0.15,31
P02394,Louga,rural,public,0.45,79
P02395,Sédhiou,rural,CTP,0.7,45
P02396,Kolda,rural,public,0.7,78
P02397,Saint-Louis,urbain,public,0.35,53
P02398,Fatick,urbain,public,0.4,37
P02399,Ziguinchor,rural,public,0.55,76
P02400,Saint-Louis,urbain,CTP,0.35,29
P02401,Ziguinchor,rural,CTP,0.55,35
P02402,Louga,rural,CTP,0.45,32
P02403,Dakar,urbain,public,0.05,92
P02404,Saint-Louis,rural,public,0.35,83
P02405,Dakar,urbain,public,0.05,95
P02406,Dakar,urbain,public,0.05,70
P02407,Dakar,rural,CTP,0.05,63
P02408,Kaffrine,rural,CTP,0.55,49
P02409,Fatick,urbain,public,0.4,65
P02410,Kolda,urbain,public,0.7,65
P02411,Thiès,urbain,CTP,0.15,82
P02412,Ziguinchor,rural,public,0.55,73
P02413,Matam,rural,CTP,0.65,37
P02414,Kaffrine,rural,CTP,0.55,71
P02415,Louga,rural,CTP,0.45,39
P02416,Fatick,urbain,CTP,0.4,33
P02417,Thiès,urbain,public,0.15,87
P02418,Kaffrine,rural,CTP,0.55,40
P02419,Thiès,rural,public,0.15,55
P02420,Kaolack,rural,CTP,0.3,25
P02421,Dakar,urbain,CTP,0.05,30
P02422,Matam,urbain,public,0.65,80
P02423,Matam,rural,CTP,0.65,45
P02424,Sédhiou,rural,CTP,0.7,23
P02425,Tambacounda,rural,CTP,0.75,33
P02426,Thiès,urbain,prive,0.15,19
P02427,Ziguinchor,rural,CTP,0.55,33
P02428,Kaolack,rural,CTP,0.3,40
P02429,Ziguinchor,urbain,prive,0.55,38
P02430,Dakar,urbain,CTP,0.05,74
P02431,Saint-Louis,rural,public,0.35,71
P02432,Dakar,urbain,public,0.05,52
P02433,Diourbel,rural,CTP,0.3,89
P02434,Dakar,urbain,prive,0.05,48
P02435,Tambacounda,urbain,public,0.75,45
P02436,Thiès,urbain,prive,0.15,50
P02437,Dakar,urbain,CTP,0.05,39
P02438,Fatick,rural,CTP,0.4,23
P02439,Dakar,rural,CTP,0.05,24
P02440,Dakar,urbain,public,0.05,77
P02441,Kaffrine,rural,CTP,0.55,50
P02442,Fatick,urbain,public,0.4,98
P02443,Diourbel,rural,CTP,0.3,42
P02444,Kolda,rural,public,0.7,41
P02445,Thiès,urbain,prive,0.15,33
P02446,Dakar,urbain,public,0.05,100
P02447,Kaolack,urbain,prive,0.3,53
P02448,Ziguinchor,urbain,public,0.55,69
P02449,Kolda,urbain,prive,0.7,58
P02450,Diourbel,urbain,public,0.3,77
P02451,Saint-Louis,rural,public,0.35,43
P02452,Fatick,rural,public,0.4,36
P02453,Kaolack,rural,public,0.3,110
P02454,Kaffrine,urbain,CTP,0.55,59
P02455,Kaolack,urbain,public,0.3,79
P02456,Saint-Louis,rural,public,0.35,82
P02457,Thiès,rural,public,0.15,107
P02458,Louga,rural,CTP,0.45,71
P02459,Kaolack,urbain,public,0.3,54
P02460,Kolda,rural,CTP,0.7,39
P02461,Fatick,rural,public,0.4,48
P02462,Dakar,urbain,prive,0.05,58
P02463,Kaffrine,rural,CTP,0.55,119
P02464,Kaolack,rural,CTP,0.3,47
P02465,Dakar,urbain,public,0.05,47
P02466,Ziguinchor,urbain,public,0.55,99
P02467,Dakar,urbain,CTP,0.05,40
P02468,Kaolack,rural,CTP,0.3,31
P02469,Sédhiou,rural,CTP,0.7,56
P02470,Dakar,rural,CTP,0.05,82
P02471,Dakar,urbain,CTP,0.05,48
P02472,Matam,rural,CTP,0.65,34
P02473,Dakar,rural,CTP,0.05,49
P02474,Thiès,urbain,CTP,0.15,32
P02475,Thiès,urbain,CTP,0.15,54
P02476,Saint-Louis,rural,public,0.35,65
P02477,Sédhiou,urbain,public,0.7,60
P02478,Kaffrine,rural,public,0.55,46
P02479,Thiès,urbain,public,0.15,39
P02480,Thiès,urbain,prive,0.15,32
P02481,Ziguinchor,urbain,CTP,0.55,20
P02482,Louga,rural,public,0.45,34
P02483,Kaffrine,rural,CTP,0.55,38
P02484,Matam,urbain,prive,0.65,74
P02485,Dakar,urbain,public,0.05,57
P02486,Thiès,urbain,CTP,0.15,43
P02487,Dakar,rural,public,0.05,74
P02488,Fatick,rural,CTP,0.4,41
P02489,Diourbel,rural,public,0.3,76
P02490,Kédougou,rural,CTP,0.9,52
P02491,Dakar,urbain,CTP,0.05,33
P02492,Dakar,urbain,prive,0.05,45
P02493,Dakar,urbain,public,0.05,105
P02494,Fatick,urbain,public,0.4,135
P02495,Sédhiou,urbain,public,0.7,68
P02496,Thiès,rural,CTP,0.15,35
P02497,Thiès,urbain,prive,0.15,81
P02498,Louga,rural,public,0.45,100
P02499,Thiès,urbain,public,0.15,139
P02500,Kaolack,rural,public,0.3,87
P02501,Tambacounda,rural,CTP,0.75,35
P02502,Louga,urbain,prive,0.45,62
P02503,Kaffrine,rural,CTP,0.55,88
P02504,Tambacounda,rural,CTP,0.75,28
P02505,Dakar,urbain,prive,0.05,68
P02506,Louga,urbain,public,0.45,30
P02507,Thiès,urbain,CTP,0.15,10
P02508,Saint-Louis,rural,CTP,0.35,43
P02509,Thiès,urbain,public,0.15,62
P02510,Diourbel,rural,CTP,0.3,102
P02511,Kaolack,rural,public,0.3,44
P02512,Thiès,rural,public,0.15,89
P02513,Ziguinchor,urbain,public,0.55,60
P02514,Kaolack,rural,public,0.3,48
