enseignant_id,ecole_id,ief_id,ia_id,region,milieu,genre,statut,corps,anciennete,attendance_prop
T013305,E02113,IEF006,IA02,Dakar,rural,H,contractuel,instituteur,5,0.8051389076662671
T013306,E02113,IEF006,IA02,Dakar,rural,H,fonctionnaire,vacataire,19,0.8120429877649786
T013307,E02113,IEF006,IA02,Dakar,rural,F,fonctionnaire,instituteur,19,0.8716128639843675
T013308,E02113,IEF006,IA02,Dakar,rural,F,fonctionnaire,instituteur adjoint,0,0.8069338557137347
T013309,E02113,IEF006,IA02,Dakar,rural,F,fonctionnaire,instituteur adjoint,9,0.815335891816934
T013310,E02114,IEF031,IA07,Kaolack,rural,H,contractuel,instituteur,10,0.9001001696061932
T013311,E02114,IEF031,IA07,Kaolack,rural,H,fonctionnaire,instituteur,13,0.8714599687935649
T013312,E02115,IEF015,IA04,Thiès,rural,H,fonctionnaire,instituteur,14,0.8910282164544758
T013313,E02115,IEF015,IA04,Thiès,rural,H,contractuel,instituteur,2,0.83451271484558
T013314,E02115,IEF015,IA04,Thiès,rural,H,fonctionnaire,instituteur,17,0.9338091877242147
T013315,E02116,IEF053,IA15,Sédhiou,urbain,F,contractuel,instituteur,4,0.45454239612359004
T013316,E02116,IEF053,IA15,Sédhiou,urbain,F,fonctionnaire,instituteur,15,0.7156095600574026
T013317,E02116,IEF053,IA15,Sédhiou,urbain,H,fonctionnaire,instituteur,18,0.8498188578175337
T013318,E02116,IEF053,IA15,Sédhiou,urbain,H,contractuel,instituteur,7,0.6878338015379069
T013319,E02116,IEF053,IA15,Sédhiou,urbain,F,fonctionnaire,vacataire,9,0.6986955665715403
T013320,E02117,IEF021,IA05,Diourbel,urbain,F,contractuel,instituteur,6,0.6963925187343051
T013321,E02117,IEF021,IA05,Diourbel,urbain,F,contractuel,instituteur,7,0.4647120485522819
T013322,E02117,IEF021,IA05,Diourbel,urbain,F,fonctionnaire,instituteur adjoint,11,0.6200984912181646
T013323,E02117,IEF021,IA05,Diourbel,urbain,F,contractuel,instituteur,7,0.5877383717750663
T013324,E02118,IEF023,IA05,Diourbel,rural,H,contractuel,vacataire,0,0.43262227239632395
T013325,E02118,IEF023,IA05,Diourbel,rural,F,contractuel,instituteur adjoint,5,0.5532598935093854
T013326,E02118,IEF023,IA05,Diourbel,rural,F,contractuel,instituteur adjoint,3,0.3872687511114013
T013327,E02119,IEF020,IA05,Diourbel,urbain,H,fonctionnaire,instituteur adjoint,9,0.6953674376358348
T013328,E02119,IEF020,IA05,Diourbel,urbain,F,contractuel,instituteur adjoint,10,0.4406149140465688
T013329,E02119,IEF020,IA05,Diourbel,urbain,F,contractuel,instituteur,7,0.6398898372948073
T013330,E02119,IEF020,IA05,Diourbel,urbain,F,fonctionnaire,instituteur,8,0.7271672707741831
T013331,E02120,IEF022,IA05,Diourbel,urbain,H,fonctionnaire,instituteur adjoint,1,0.41170113089878757
T013332,E02120,IEF022,IA05,Diourbel,urbain,F,contractuel,vacataire,0,0.40462781471330506
T013333,E02120,IEF022,IA05,Diourbel,urbain,H,contractuel,vacataire,2,0.3536068444244828
T013334,E02120,IEF022,IA05,Diourbel,urbain,H,fonctionnaire,instituteur adjoint,16,0.7592207651603577
T013335,E02121,IEF045,IA12,Kolda,rural,H,fonctionnaire,instituteur,17,0.7930785158251882
T013336,E02121,IEF045,IA12,Kolda,rural,F,fonctionnaire,instituteur,6,0.8626798890655064
T013337,E02121,IEF045,IA12,Kolda,rural,F,fonctionnaire,instituteur adjoint,11,0.8395207283524441
T013338,E02121,IEF045,IA12,Kolda,rural,H,fonctionnaire,vacataire,19,0.7854578830175842
T013339,E02122,IEF050,IA13,Tambacounda,rural,F,contractuel,instituteur,14,0.5023141265012204
T013340,E02122,IEF050,IA13,Tambacounda,rural,H,fonctionnaire,instituteur,14,0.7225938944559755
T013341,E02122,IEF050,IA13,Tambacounda,rural,F,fonctionnaire,vacataire,23,0.7199504534903564
T013342,E02122,IEF050,IA13,Tambacounda,rural,H,contractuel,instituteur adjoint,14,0.6994506921510832
T013343,E02122,IEF050,IA13,Tambacounda,rural,F,fonctionnaire,instituteur adjoint,26,0.6851251422958625
T013344,E02123,IEF016,IA04,Thiès,urbain,H,contractuel,instituteur,11,0.9305505233617059
T013345,E02123,IEF016,IA04,Thiès,urbain,H,contractuel,instituteur,5,0.8858080442100225
T013346,E02123,IEF016,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,18,0.8915212595470564
T013347,E02123,IEF016,IA04,Thiès,urbain,F,fonctionnaire,instituteur adjoint,4,0.8805260361944147
T013348,E02123,IEF016,IA04,Thiès,urbain,H,fonctionnaire,instituteur,12,0.8949006875514823
T013349,E02123,IEF016,IA04,Thiès,urbain,H,fonctionnaire,instituteur,16,0.9192911598807448
T013350,E02124,IEF015,IA04,Thiès,rural,F,fonctionnaire,instituteur,21,0.8582609080116053
T013351,E02124,IEF015,IA04,Thiès,rural,H,contractuel,instituteur adjoint,8,0.8636180423718651
T013352,E02124,IEF015,IA04,Thiès,rural,H,contractuel,instituteur,0,0.8873725056368792
T013353,E02124,IEF015,IA04,Thiès,rural,H,contractuel,instituteur,5,0.9385863789929597
T013354,E02124,IEF015,IA04,Thiès,rural,F,contractuel,instituteur,15,0.8746884543972874
T013355,E02124,IEF015,IA04,Thiès,rural,H,fonctionnaire,vacataire,3,0.9148017448839529
T013356,E02125,IEF021,IA05,Diourbel,urbain,H,fonctionnaire,vacataire,12,0.8250653723269854
T013357,E02125,IEF021,IA05,Diourbel,urbain,H,contractuel,instituteur adjoint,1,0.5614146340950407
T013358,E02125,IEF021,IA05,Diourbel,urbain,H,fonctionnaire,instituteur,17,0.6010738754926843
T013359,E02126,IEF029,IA07,Kaolack,urbain,F,fonctionnaire,instituteur,9,0.8917422097835132
T013360,E02126,IEF029,IA07,Kaolack,urbain,F,fonctionnaire,instituteur,8,0.8631492280938531
T013361,E02126,IEF029,IA07,Kaolack,urbain,F,contractuel,instituteur,4,0.8079850690118563
T013362,E02126,IEF029,IA07,Kaolack,urbain,H,contractuel,vacataire,0,0.7460177148199912
T013363,E02127,IEF042,IA11,Ziguinchor,urbain,F,contractuel,instituteur adjoint,9,0.7803583194537557
T013364,E02127,IEF042,IA11,Ziguinchor,urbain,H,fonctionnaire,instituteur,19,0.6805014949114209
T013365,E02127,IEF042,IA11,Ziguinchor,urbain,H,contractuel,vacataire,15,0.8249443106341694
T013366,E02127,IEF042,IA11,Ziguinchor,urbain,H,contractuel,instituteur,0,0.6688166439853434
T013367,E02127,IEF042,IA11,Ziguinchor,urbain,F,fonctionnaire,instituteur adjoint,8,0.9147913151383898
T013368,E02127,IEF042,IA11,Ziguinchor,urbain,H,fonctionnaire,instituteur adjoint,10,0.8386653372911475
T013369,E02127,IEF042,IA11,Ziguinchor,urbain,F,contractuel,instituteur adjoint,1,0.7626142755221377
T013370,E02128,IEF033,IA08,Louga,urbain,F,fonctionnaire,vacataire,14,0.7706304699500259
T013371,E02128,IEF033,IA08,Louga,urbain,F,fonctionnaire,instituteur adjoint,8,0.7162730440343947
T013372,E02128,IEF033,IA08,Louga,urbain,H,fonctionnaire,instituteur adjoint,19,0.7087235343732057
T013373,E02128,IEF033,IA08,Louga,urbain,H,fonctionnaire,vacataire,8,0.45253400386464193
T013374,E02128,IEF033,IA08,Louga,urbain,F,fonctionnaire,instituteur,20,0.752503995103511
T013375,E02128,IEF033,IA08,Louga,urbain,F,fonctionnaire,instituteur,9,0.728605367458545
T013376,E02129,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,10,0.930992454132045
T013377,E02129,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur,15,0.9310337775719673
T013378,E02129,IEF003,IA01,Dakar,urbain,H,contractuel,vacataire,11,0.818050256774809
T013379,E02129,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur,8,0.9586834928052334
T013380,E02129,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur,21,0.9256757962813433
T013381,E02130,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,5,0.7692647506006505
T013382,E02130,IEF006,IA02,Dakar,urbain,F,fonctionnaire,vacataire,20,0.9599897076985935
T013383,E02130,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,16,0.853416286493385
T013384,E02130,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,12,0.8776981624174675
T013385,E02130,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,7,0.7368521213725204
T013386,E02130,IEF006,IA02,Dakar,urbain,H,contractuel,instituteur adjoint,6,0.8654182883936014
T013387,E02130,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,11,0.680082253557752
T013388,E02130,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,20,0.8671025999228144
T013389,E02130,IEF006,IA02,Dakar,urbain,F,contractuel,vacataire,5,0.8046604854446497
T013390,E02130,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur,27,0.8389788981344651
T013391,E02130,IEF006,IA02,Dakar,urbain,F,fonctionnaire,instituteur adjoint,11,0.7753817368952242
T013392,E02130,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,8,0.915638255480934
T013393,E02130,IEF006,IA02,Dakar,urbain,F,fonctionnaire,instituteur,13,0.8375361138925342
T013394,E02130,IEF006,IA02,Dakar,urbain,F,fonctionnaire,instituteur,9,0.7973983372882978
T013395,E02130,IEF006,IA02,Dakar,urbain,H,contractuel,instituteur adjoint,4,0.5484144578558786
T013396,E02131,IEF038,IA09,Fatick,urbain,F,fonctionnaire,instituteur,4,0.7518111157462061
T013397,E02131,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur adjoint,5,0.9640087855337941
T013398,E02131,IEF038,IA09,Fatick,urbain,F,contractuel,instituteur,6,0.8380248655467626
T013399,E02131,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur adjoint,3,0.950541580788576
T013400,E02131,IEF038,IA09,Fatick,urbain,F,fonctionnaire,instituteur,19,0.938926166323996
T013401,E02131,IEF038,IA09,Fatick,urbain,H,fonctionnaire,vacataire,6,0.8925270658703349
T013402,E02131,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur,9,0.8772636763187003
T013403,E02131,IEF038,IA09,Fatick,urbain,F,contractuel,instituteur adjoint,13,0.9059498303770172
T013404,E02131,IEF038,IA09,Fatick,urbain,H,contractuel,instituteur adjoint,0,0.866761818372976
T013405,E02131,IEF038,IA09,Fatick,urbain,H,contractuel,instituteur adjoint,0,0.9002500976622186
T013406,E02131,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur,10,0.8745059562266091
T013407,E02131,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur adjoint,14,0.9205587293060213
T013408,E02131,IEF038,IA09,Fatick,urbain,F,fonctionnaire,instituteur adjoint,17,0.9401592988473049
T013409,E02131,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur,0,0.9361325840240071
T013410,E02131,IEF038,IA09,Fatick,urbain,H,contractuel,instituteur adjoint,2,0.8226365714505782
T013411,E02132,IEF013,IA04,Thiès,urbain,F,contractuel,instituteur,11,0.8977046843941021
T013412,E02132,IEF013,IA04,Thiès,urbain,F,fonctionnaire,instituteur,9,0.9184387738454706
T013413,E02132,IEF013,IA04,Thiès,urbain,F,fonctionnaire,vacataire,23,0.9589690172784328
T013414,E02132,IEF013,IA04,Thiès,urbain,H,contractuel,instituteur adjoint,4,0.8516348527229304
T013415,E02132,IEF013,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,23,0.9204811589474176
T013416,E02132,IEF013,IA04,Thiès,urbain,H,contractuel,instituteur,9,0.7747238774719045
T013417,E02132,IEF013,IA04,Thiès,urbain,F,fonctionnaire,instituteur adjoint,11,0.9571741138294291
T013418,E02132,IEF013,IA04,Thiès,urbain,H,fonctionnaire,instituteur,5,0.8834114273550201
T013419,E02133,IEF008,IA02,Dakar,urbain,H,fonctionnaire,instituteur,8,0.7756999124808944
T013420,E02133,IEF008,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,15,0.8437164432231823
T013421,E02133,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur,3,0.6062459027620202
T013422,E02133,IEF008,IA02,Dakar,urbain,F,contractuel,vacataire,3,0.7459012984751149
T013423,E02133,IEF008,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,17,0.8628883470177546
T013424,E02133,IEF008,IA02,Dakar,urbain,F,fonctionnaire,vacataire,17,0.8165669566060839
T013425,E02133,IEF008,IA02,Dakar,urbain,H,fonctionnaire,instituteur,15,0.8821574046264311
T013426,E02133,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur,11,0.7325339955125171
T013427,E02133,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur,7,0.6287957263673604
T013428,E02133,IEF008,IA02,Dakar,urbain,F,contractuel,instituteur,13,0.8356332705834186
T013429,E02133,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur,1,0.6490789650989179
T013430,E02134,IEF010,IA03,Dakar,rural,H,fonctionnaire,instituteur adjoint,5,0.86029582345255
T013431,E02134,IEF010,IA03,Dakar,rural,H,fonctionnaire,instituteur,7,0.7526745849890262
T013432,E02134,IEF010,IA03,Dakar,rural,H,fonctionnaire,instituteur,0,0.8927604370858729
T013433,E02134,IEF010,IA03,Dakar,rural,H,fonctionnaire,instituteur,22,0.8516147611566938
T013434,E02135,IEF002,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,11,0.9397675620615208
T013435,E02135,IEF002,IA01,Dakar,urbain,F,contractuel,instituteur,6,0.8770760941446358
T013436,E02135,IEF002,IA01,Dakar,urbain,F,fonctionnaire,vacataire,14,0.891379978644877
T013437,E02135,IEF002,IA01,Dakar,urbain,H,fonctionnaire,instituteur,13,0.9284288268158152
T013438,E02136,IEF055,IA16,Kédougou,urbain,H,fonctionnaire,vacataire,0,0.6753963875277281
T013439,E02136,IEF055,IA16,Kédougou,urbain,H,contractuel,instituteur,5,0.7338032582377098
T013440,E02136,IEF055,IA16,Kédougou,urbain,F,contractuel,instituteur adjoint,9,0.6220664901791448
T013441,E02136,IEF055,IA16,Kédougou,urbain,H,contractuel,instituteur,8,0.5898532410583742
T013442,E02136,IEF055,IA16,Kédougou,urbain,F,contractuel,instituteur adjoint,0,0.5723349489094703
T013443,E02136,IEF055,IA16,Kédougou,urbain,H,contractuel,instituteur,0,0.6124585289403667
T013444,E02137,IEF050,IA13,Tambacounda,rural,H,fonctionnaire,instituteur,12,0.6691232596870245
T013445,E02137,IEF050,IA13,Tambacounda,rural,H,fonctionnaire,instituteur adjoint,0,0.5828834694024738
T013446,E02137,IEF050,IA13,Tambacounda,rural,H,fonctionnaire,instituteur,13,0.628440955320168
T013447,E02137,IEF050,IA13,Tambacounda,rural,H,contractuel,instituteur,3,0.3894384054267627
T013448,E02138,IEF018,IA04,Thiès,urbain,H,fonctionnaire,instituteur,0,0.8202478395122161
T013449,E02138,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur,10,0.9370213118830295
T013450,E02138,IEF018,IA04,Thiès,urbain,H,fonctionnaire,instituteur,15,0.9244458057445906
T013451,E02138,IEF018,IA04,Thiès,urbain,F,fonctionnaire,instituteur adjoint,7,0.9557133473717593
T013452,E02138,IEF018,IA04,Thiès,urbain,H,fonctionnaire,instituteur,14,0.9145130323704177
T013453,E02138,IEF018,IA04,Thiès,urbain,H,contractuel,instituteur,0,0.8471139732149837
T013454,E02138,IEF018,IA04,Thiès,urbain,H,contractuel,instituteur,0,0.7798491757071786
T013455,E02139,IEF040,IA10,Kaffrine,urbain,H,contractuel,instituteur,0,0.44424629297413315
T013456,E02139,IEF040,IA10,Kaffrine,urbain,F,contractuel,instituteur adjoint,0,0.4029254921404687
T013457,E02139,IEF040,IA10,Kaffrine,urbain,F,contractuel,instituteur adjoint,9,0.466740793777188
T013458,E02139,IEF040,IA10,Kaffrine,urbain,F,fonctionnaire,instituteur adjoint,12,0.5853158552029443
T013459,E02140,IEF047,IA12,Kolda,rural,F,contractuel,instituteur,2,0.6901808517618032
T013460,E02140,IEF047,IA12,Kolda,rural,F,contractuel,instituteur,10,0.778101659283378
T013461,E02140,IEF047,IA12,Kolda,rural,F,contractuel,vacataire,4,0.7348161474810807
T013462,E02140,IEF047,IA12,Kolda,rural,F,fonctionnaire,instituteur adjoint,22,0.7389508762490107
T013463,E02141,IEF036,IA09,Fatick,rural,H,fonctionnaire,vacataire,2,0.8171949971662278
T013464,E02141,IEF036,IA09,Fatick,rural,H,contractuel,instituteur,0,0.828498608114018
T013465,E02141,IEF036,IA09,Fatick,rural,H,contractuel,vacataire,2,0.9021506845097154
T013466,E02141,IEF036,IA09,Fatick,rural,H,fonctionnaire,vacataire,5,0.9104440114688739
T013467,E02141,IEF036,IA09,Fatick,rural,H,fonctionnaire,instituteur,1,0.8914218838281285
T013468,E02141,IEF036,IA09,Fatick,rural,H,fonctionnaire,instituteur,7,0.94546636935857
T013469,E02142,IEF014,IA04,Thiès,urbain,F,contractuel,instituteur,0,0.9513317096913676
T013470,E02142,IEF014,IA04,Thiès,urbain,H,fonctionnaire,instituteur,20,0.8857856380231992
T013471,E02142,IEF014,IA04,Thiès,urbain,H,contractuel,instituteur,0,0.9173613289532003
T013472,E02142,IEF014,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,10,0.9053002280654638
T013473,E02142,IEF014,IA04,Thiès,urbain,H,fonctionnaire,instituteur,6,0.9295903343758456
T013474,E02142,IEF014,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,7,0.9249240698471267
T013475,E02142,IEF014,IA04,Thiès,urbain,F,contractuel,instituteur,3,0.9033746733090139
T013476,E02142,IEF014,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,16,0.8750703992017403
T013477,E02143,IEF006,IA02,Dakar,urbain,H,contractuel,instituteur,2,0.7839771834865762
T013478,E02143,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,19,0.7217165334028584
T013479,E02143,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,5,0.8845599858586352
T013480,E02143,IEF006,IA02,Dakar,urbain,H,contractuel,instituteur,6,0.616185130790451
T013481,E02143,IEF006,IA02,Dakar,urbain,F,contractuel,vacataire,1,0.7170268114389241
T013482,E02143,IEF006,IA02,Dakar,urbain,F,contractuel,vacataire,9,0.8836178331992612
T013483,E02143,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,9,0.8971327803393322
T013484,E02143,IEF006,IA02,Dakar,urbain,H,fonctionnaire,vacataire,12,0.8254486184725648
T013485,E02143,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur,6,0.7557196508289076
T013486,E02143,IEF006,IA02,Dakar,urbain,F,fonctionnaire,instituteur,21,0.8136861090311032
T013487,E02143,IEF006,IA02,Dakar,urbain,H,contractuel,instituteur,3,0.7975224379412212
T013488,E02143,IEF006,IA02,Dakar,urbain,H,contractuel,instituteur adjoint,4,0.8326499143690848
T013489,E02143,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,17,0.7965875701934022
T013490,E02143,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,6,0.8462556252302461
T013491,E02143,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,11,0.8517875400641799
T013492,E02143,IEF006,IA02,Dakar,urbain,H,contractuel,instituteur,6,0.7717528977588685
T013493,E02143,IEF006,IA02,Dakar,urbain,F,fonctionnaire,vacataire,30,0.7650479746077138
T013494,E02143,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,13,0.8414283331231656
T013495,E02143,IEF006,IA02,Dakar,urbain,F,fonctionnaire,instituteur adjoint,4,0.8069869297860618
T013496,E02144,IEF020,IA05,Diourbel,urbain,H,contractuel,instituteur,13,0.5375301588236794
T013497,E02144,IEF020,IA05,Diourbel,urbain,H,contractuel,instituteur adjoint,12,0.6949733819866563
T013498,E02144,IEF020,IA05,Diourbel,urbain,F,fonctionnaire,vacataire,16,0.6106740070828577
T013499,E02144,IEF020,IA05,Diourbel,urbain,H,contractuel,instituteur,0,0.503146361791862
T013500,E02144,IEF020,IA05,Diourbel,urbain,H,contractuel,vacataire,20,0.5580727469359763
T013501,E02144,IEF020,IA05,Diourbel,urbain,F,contractuel,instituteur adjoint,0,0.5144820642784231
T013502,E02144,IEF020,IA05,Diourbel,urbain,H,contractuel,instituteur,4,0.7020912022524971
T013503,E02144,IEF020,IA05,Diourbel,urbain,H,fonctionnaire,instituteur,8,0.7615348571380918
T013504,E02145,IEF041,IA10,Kaffrine,urbain,H,contractuel,instituteur adjoint,0,0.41506703447061427
T013505,E02145,IEF041,IA10,Kaffrine,urbain,H,contractuel,vacataire,3,0.35481281430954786
T013506,E02145,IEF041,IA10,Kaffrine,urbain,H,contractuel,instituteur adjoint,1,0.4856762992452276
T013507,E02145,IEF041,IA10,Kaffrine,urbain,F,fonctionnaire,instituteur,21,0.5531700576828248
T013508,E02145,IEF041,IA10,Kaffrine,urbain,H,contractuel,instituteur adjoint,9,0.4561149608341109
T013509,E02145,IEF041,IA10,Kaffrine,urbain,H,contractuel,instituteur,0,0.4172140126914451
T013510,E02146,IEF022,IA05,Diourbel,urbain,H,contractuel,instituteur adjoint,9,0.563525908109127
T013511,E02146,IEF022,IA05,Diourbel,urbain,H,contractuel,instituteur adjoint,11,0.27609347782327387
T013512,E02146,IEF022,IA05,Diourbel,urbain,F,fonctionnaire,vacataire,2,0.5343117690715147
T013513,E02146,IEF022,IA05,Diourbel,urbain,H,contractuel,instituteur,0,0.5907610512489979
T013514,E02146,IEF022,IA05,Diourbel,urbain,H,fonctionnaire,instituteur,8,0.5783755838752755
T013515,E02146,IEF022,IA05,Diourbel,urbain,H,contractuel,instituteur,6,0.6359662199166164
T013516,E02147,IEF036,IA09,Fatick,rural,H,contractuel,instituteur,0,0.8031683260929131
T013517,E02147,IEF036,IA09,Fatick,rural,H,fonctionnaire,instituteur,10,0.8763135666967721
T013518,E02147,IEF036,IA09,Fatick,rural,F,fonctionnaire,instituteur,16,0.9328661347977395
T013519,E02147,IEF036,IA09,Fatick,rural,H,fonctionnaire,instituteur,1,0.8431153781960183
T013520,E02147,IEF036,IA09,Fatick,rural,F,fonctionnaire,instituteur,15,0.9514808496788951
T013521,E02147,IEF036,IA09,Fatick,rural,H,fonctionnaire,vacataire,4,0.9242881534785596
T013522,E02147,IEF036,IA09,Fatick,rural,H,fonctionnaire,instituteur,12,0.9384068653141696
T013523,E02147,IEF036,IA09,Fatick,rural,H,fonctionnaire,instituteur,8,0.9302293337624823
T013524,E02148,IEF048,IA13,Tambacounda,rural,F,contractuel,instituteur,10,0.7419263931326169
T013525,E02148,IEF048,IA13,Tambacounda,rural,H,fonctionnaire,instituteur,15,0.6163364755379992
T013526,E02148,IEF048,IA13,Tambacounda,rural,H,contractuel,instituteur,0,0.5363112866444433
T013527,E02148,IEF048,IA13,Tambacounda,rural,H,fonctionnaire,instituteur,18,0.8671404291358813
T013528,E02148,IEF048,IA13,Tambacounda,rural,H,contractuel,instituteur,6,0.5894475775462307
T013529,E02148,IEF048,IA13,Tambacounda,rural,H,fonctionnaire,instituteur,4,0.6995962076674137
T013530,E02149,IEF026,IA06,Saint-Louis,rural,H,fonctionnaire,instituteur adjoint,7,0.8772317790498186
T013531,E02149,IEF026,IA06,Saint-Louis,rural,H,contractuel,instituteur,3,0.8227962498699688
T013532,E02150,IEF041,IA10,Kaffrine,rural,H,contractuel,instituteur,10,0.5506748098574975
T013533,E02150,IEF041,IA10,Kaffrine,rural,H,fonctionnaire,instituteur,14,0.5522405722157319
T013534,E02150,IEF041,IA10,Kaffrine,rural,H,contractuel,instituteur,3,0.4289313097198457
T013535,E02150,IEF041,IA10,Kaffrine,rural,H,contractuel,vacataire,13,0.5085401284907795
T013536,E02150,IEF041,IA10,Kaffrine,rural,H,contractuel,instituteur,0,0.34984662230176833
T013537,E02151,IEF047,IA12,Kolda,rural,H,contractuel,instituteur adjoint,7,0.6107550997782958
T013538,E02151,IEF047,IA12,Kolda,rural,F,fonctionnaire,instituteur,18,0.7778419435203207
T013539,E02152,IEF021,IA05,Diourbel,urbain,H,contractuel,instituteur,6,0.5744318814141856
T013540,E02152,IEF021,IA05,Diourbel,urbain,H,contractuel,instituteur,10,0.4735848626397065
T013541,E02152,IEF021,IA05,Diourbel,urbain,F,contractuel,instituteur adjoint,0,0.49938305968507246
T013542,E02152,IEF021,IA05,Diourbel,urbain,H,contractuel,instituteur adjoint,7,0.4346932247915197
T013543,E02152,IEF021,IA05,Diourbel,urbain,F,fonctionnaire,instituteur adjoint,0,0.5889720661035139
T013544,E02152,IEF021,IA05,Diourbel,urbain,H,fonctionnaire,instituteur adjoint,14,0.5906188034486282
T013545,E02153,IEF026,IA06,Saint-Louis,urbain,H,fonctionnaire,instituteur adjoint,13,0.8702360315217222
T013546,E02153,IEF026,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur,19,0.7967438591704765
T013547,E02153,IEF026,IA06,Saint-Louis,urbain,F,contractuel,instituteur,5,0.7787201623830147
T013548,E02153,IEF026,IA06,Saint-Louis,urbain,F,fonctionnaire,vacataire,5,0.6142770248043737
T013549,E02153,IEF026,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur,7,0.8361414131919134
T013550,E02153,IEF026,IA06,Saint-Louis,urbain,H,contractuel,instituteur,11,0.7560776159905679
T013551,E02153,IEF026,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur,12,0.779171181754898
T013552,E02153,IEF026,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur,13,0.8699000076938351
T013553,E02153,IEF026,IA06,Saint-Louis,urbain,H,contractuel,instituteur,0,0.855758259428126
T013554,E02153,IEF026,IA06,Saint-Louis,urbain,H,fonctionnaire,instituteur,10,0.8455689203771023
T013555,E02154,IEF020,IA05,Diourbel,urbain,H,fonctionnaire,instituteur,0,0.5279171081538275
T013556,E02154,IEF020,IA05,Diourbel,urbain,H,contractuel,instituteur,8,0.5303570970780045
T013557,E02154,IEF020,IA05,Diourbel,urbain,H,contractuel,instituteur,0,0.5467076698341882
T013558,E02154,IEF020,IA05,Diourbel,urbain,F,contractuel,instituteur,3,0.420262534518679
T013559,E02154,IEF020,IA05,Diourbel,urbain,F,contractuel,instituteur,16,0.5679647917755589
T013560,E02154,IEF020,IA05,Diourbel,urbain,H,contractuel,instituteur,11,0.33502289261944956
T013561,E02154,IEF020,IA05,Diourbel,urbain,H,contractuel,instituteur adjoint,6,0.5089278210441552
T013562,E02155,IEF054,IA15,Sédhiou,rural,F,contractuel,instituteur adjoint,10,0.6704653528040496
T013563,E02155,IEF054,IA15,Sédhiou,rural,H,fonctionnaire,vacataire,13,0.774917213736298
T013564,E02155,IEF054,IA15,Sédhiou,rural,F,contractuel,instituteur,5,0.5284310945122644
T013565,E02156,IEF017,IA04,Thiès,urbain,H,fonctionnaire,instituteur,20,0.8795348563245766
T013566,E02156,IEF017,IA04,Thiès,urbain,H,fonctionnaire,instituteur,13,0.9378946069812735
T013567,E02156,IEF017,IA04,Thiès,urbain,H,fonctionnaire,instituteur,17,0.9088003267195953
T013568,E02156,IEF017,IA04,Thiès,urbain,F,fonctionnaire,instituteur adjoint,14,0.9462003812227862
T013569,E02156,IEF017,IA04,Thiès,urbain,H,fonctionnaire,vacataire,23,0.8903504869036372
T013570,E02156,IEF017,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,14,0.8859123083959264
T013571,E02156,IEF017,IA04,Thiès,urbain,H,fonctionnaire,instituteur,17,0.9355312356654417
